dteday,holiday,weekday,workingday,weathersit,temp,hum,windspeed,registered,casual
10/08/2011,0,3,1,1,0.766667,0.424167,0.200258,3896,884
04/09/2011,0,0,0,1,0.709167,0.742083,0.206467,2419,2521
01/01/2012,0,0,0,1,0.37,0.6925,0.192167,1608,686
19/04/2012,0,4,1,1,0.498333,0.6125,0.0659292,5719,846
22/05/2012,0,2,1,2,0.615,0.765833,0.118167,5254,819
04/12/2012,0,2,1,1,0.475833,0.73375,0.174129,6055,551
14/06/2012,0,4,1,1,0.648333,0.569583,0.253733,6183,1180
18/12/2011,0,0,0,1,0.238333,0.58625,0.169779,2211,220
07/09/2011,0,3,1,3,0.599167,0.917083,0.0970208,1878,118
03/05/2011,0,2,1,2,0.616667,0.697083,0.342667,3848,603
08/11/2012,0,4,1,1,0.352174,0.333478,0.347835,4975,340
14/06/2011,0,2,1,1,0.604167,0.507083,0.269283,4164,727
15/09/2012,0,6,0,1,0.608333,0.501667,0.247521,5554,3160
15/08/2012,0,3,1,1,0.706667,0.619583,0.169771,6149,1198
26/08/2012,0,0,0,2,0.653333,0.845833,0.228858,3772,1483
28/08/2011,0,0,0,1,0.707059,0.561765,0.304659,2919,1415
25/03/2011,0,5,1,1,0.264167,0.495,0.230725,1910,300
17/05/2012,0,4,1,1,0.593333,0.52,0.229475,6142,1242
23/10/2011,0,0,0,1,0.421667,0.74125,0.0995125,2762,1619
09/09/2012,0,0,0,1,0.61,0.5475,0.224496,5657,2570
12/03/2011,0,6,0,1,0.329167,0.594583,0.220775,1408,724
11/09/2012,0,2,1,1,0.5775,0.52,0.0920542,6697,1070
09/03/2012,0,5,1,2,0.410833,0.407083,0.4148,4122,447
09/04/2011,0,6,0,2,0.3425,0.8775,0.133083,1576,879
21/11/2012,0,3,1,1,0.353333,0.61375,0.103246,4531,615
04/11/2012,0,0,0,1,0.325833,0.532917,0.179108,3906,1201
26/12/2011,1,1,0,1,0.321739,0.506957,0.239465,887,430
31/01/2011,0,1,1,2,0.180833,0.60375,0.187192,1459,42
07/12/2011,0,3,1,3,0.41,0.970417,0.266175,655,50
12/03/2012,0,1,1,1,0.466667,0.489167,0.207713,4460,838
05/04/2011,0,2,1,2,0.414167,0.642083,0.388067,1628,167
08/05/2011,0,0,0,1,0.528333,0.631667,0.0746375,2932,1401
03/09/2012,1,1,0,1,0.7075,0.790833,0.151121,4069,1965
02/01/2011,0,0,0,2,0.363478,0.696087,0.248539,670,131
13/05/2012,0,0,0,1,0.6125,0.57625,0.225117,3946,2172
28/01/2011,0,5,1,2,0.203478,0.793043,0.1233,1129,38
31/03/2011,0,4,1,3,0.268333,0.918333,0.217646,1506,179
05/11/2011,0,6,0,1,0.326667,0.519167,0.189062,2770,1156
15/03/2011,0,2,1,2,0.317391,0.655652,0.184309,1767,289
04/07/2011,1,1,0,2,0.726667,0.637917,0.0814792,2978,3065
10/12/2012,0,1,1,2,0.435833,0.925,0.190308,4841,329
21/06/2011,0,2,1,2,0.680833,0.770417,0.171025,4061,774
22/02/2012,0,3,1,1,0.395833,0.567917,0.234471,4379,394
15/08/2011,0,1,1,1,0.665833,0.712083,0.208954,3563,775
01/08/2012,0,3,1,1,0.7175,0.6775,0.141179,6506,1074
06/07/2012,0,5,1,1,0.828333,0.450833,0.146142,4841,1366
30/08/2012,0,4,1,1,0.706667,0.590417,0.0771167,6541,1172
02/04/2011,0,6,0,2,0.315,0.65375,0.197146,1354,898
18/09/2012,0,2,1,2,0.623333,0.8725,0.357587,3702,371
06/01/2012,0,5,1,1,0.334167,0.542083,0.167908,3791,307
23/09/2012,0,0,0,1,0.529167,0.467083,0.223258,5453,2454
06/05/2011,0,5,1,1,0.479167,0.59,0.228246,3714,894
28/02/2012,0,2,1,1,0.359167,0.395833,0.193417,4134,229
09/12/2012,0,0,0,2,0.384167,0.905417,0.157975,2787,441
15/02/2012,0,3,1,1,0.348333,0.53125,0.1816,4028,141
12/11/2011,0,6,0,1,0.356667,0.552917,0.212062,2792,1275
12/01/2012,0,4,1,2,0.3825,0.802917,0.180967,3828,269
13/01/2011,0,4,1,1,0.165,0.470417,0.301,1368,38
24/09/2012,0,1,1,1,0.514167,0.492917,0.142404,6435,1001
14/03/2012,0,3,1,1,0.5725,0.507083,0.115062,5315,997
24/05/2012,0,4,1,1,0.655,0.716667,0.172896,5711,1059
31/12/2012,0,1,1,2,0.215833,0.5775,0.154846,2290,439
22/06/2012,0,5,1,1,0.7775,0.57375,0.182842,4859,964
14/07/2012,0,6,0,2,0.703333,0.699167,0.143679,4614,2355
27/08/2011,0,6,0,2,0.68,0.85,0.375617,889,226
25/04/2011,0,1,1,1,0.606667,0.776667,0.185333,3300,773
18/03/2012,0,0,0,2,0.4725,0.81,0.126883,3685,2207
24/12/2012,0,1,1,2,0.231304,0.791304,0.0772304,746,174
06/11/2011,0,0,0,1,0.348333,0.734583,0.0920542,2697,952
14/02/2012,0,2,1,2,0.319167,0.50875,0.141179,3787,135
24/05/2011,0,2,1,2,0.66,0.740833,0.207092,3833,659
10/08/2012,0,5,1,2,0.715833,0.715833,0.238813,4721,1065
15/01/2011,0,6,0,2,0.233333,0.49875,0.157963,1026,222
19/11/2012,0,1,1,2,0.380833,0.623333,0.235067,5050,449
08/04/2012,0,0,0,1,0.5,0.275833,0.232596,2939,2230
24/02/2011,0,4,1,2,0.295652,0.697391,0.250496,1707,100
06/03/2012,0,2,1,1,0.258333,0.456667,0.200875,3735,221
28/07/2011,0,4,1,1,0.779167,0.583333,0.178479,3784,606
11/12/2011,0,0,0,1,0.220833,0.49,0.0665417,2366,377
16/03/2012,0,5,1,2,0.435833,0.842083,0.113192,3830,548
12/05/2011,0,4,1,1,0.535,0.7475,0.189667,4169,695
16/01/2012,1,1,0,1,0.19,0.5225,0.231358,2081,217
24/06/2011,0,5,1,1,0.724167,0.573333,0.222025,4022,969
30/07/2012,0,1,1,1,0.730833,0.66875,0.153617,6065,1040
11/07/2011,0,1,1,1,0.7625,0.635833,0.282337,3363,723
28/09/2011,0,3,1,2,0.635,0.84875,0.148629,3427,480
12/02/2012,0,0,0,1,0.1275,0.464583,0.409212,1456,73
02/06/2012,0,6,0,1,0.583333,0.549167,0.186562,5325,2795
04/05/2011,0,3,1,2,0.414167,0.737083,0.328996,2378,255
19/05/2011,0,4,1,2,0.530833,0.829583,0.108213,3840,735
01/11/2012,0,4,1,2,0.365833,0.581667,0.157346,5520,466
21/02/2011,1,1,0,2,0.303333,0.605,0.307846,912,195
09/08/2011,0,2,1,1,0.775,0.570417,0.151121,3695,907
23/04/2011,0,6,0,2,0.46,0.887917,0.230725,2574,1462
23/09/2011,0,5,1,2,0.609167,0.9725,0.0783667,2137,258
03/10/2011,0,1,1,2,0.384167,0.760833,0.0833458,3240,330
30/09/2011,0,5,1,1,0.564167,0.6475,0.206475,4372,830
09/12/2011,0,5,1,1,0.290833,0.695833,0.0827167,3359,261
14/09/2011,0,3,1,1,0.673333,0.697083,0.1673,4138,647
02/07/2011,0,6,0,1,0.738333,0.444583,0.115062,2915,2204
16/04/2011,0,6,0,3,0.430833,0.888333,0.340808,674,121
28/10/2011,0,5,1,2,0.330833,0.585833,0.229479,3291,456
22/03/2012,0,4,1,1,0.554167,0.83125,0.117562,5537,1334
20/12/2012,0,4,1,2,0.33,0.667917,0.132463,3814,314
